Created Date,handle,¡Hola! ¿Tienes alguna inquietud o duda que te dificulte comprar?,"Cuéntanos, ¿cuál es?",ipAddress
08/05/2024 06:11pm,sudadera-luna,No,,203.0.113.219
08/15/2024 06:32pm,vestido-nube,No,,203.0.113.121
08/24/2024 09:28pm,pijama-estrellas,No,,203.0.113.173
08/17/2024 01:22pm,sudadera-luna,Sí,"Si no le queda, ¿lo puedo cambiar?.",203.0.113.165
08/04/2024 08:22pm,sudadera-luna,Sí,Envían a todo México?,203.0.113.241
08/13/2024 07:49pm,set-dinosaurio,No,,203.0.113.164
08/01/2024 12:01pm,sudadera-luna,No,,203.0.113.158
08/05/2024 05:40pm,vestido-nube,No,,203.0.113.94
08/23/2024 04:08pm,pijama-estrellas,No,,203.0.113.14
08/16/2024 12:25pm,set-dinosaurio,No,,203.0.113.56
08/11/2024 12:01pm,pijama-estrellas,No,,203.0.113.206
08/25/2024 06:53pm,set-dinosaurio,No,,203.0.113.233
08/02/2024 06:26pm,sudadera-luna,No,,203.0.113.128
08/25/2024 04:28pm,vestido-nube,Sí,Si la talla viene correcta,203.0.113.225
08/30/2024 03:59pm,set-dinosaurio,No,,203.0.113.113
08/12/2024 05:01pm,pijama-estrellas,No,,203.0.113.21
08/24/2024 06:34pm,pijama-estrellas,No,,203.0.113.234
08/04/2024 03:45pm,vestido-nube,Sí,puedo pagar con paypal?,203.0.113.174
08/21/2024 11:14pm,pijama-azul,No,,203.0.113.104
08/20/2024 08:00pm,vestido-nube,No,,203.0.113.175
08/06/2024 03:37pm,sudadera-luna,No,,203.0.113.28
08/11/2024 07:02pm,set-dinosaurio,No,,203.0.113.148
08/12/2024 10:10pm,pijama-estrellas,No,,203.0.113.18
08/20/2024 10:08pm,vestido-nube,No,,203.0.113.193
08/27/2024 11:52pm,pijama-azul,No,,203.0.113.4
08/04/2024 08:52pm,set-dinosaurio,Sí,Se puede meter a la secadora?,203.0.113.159
08/21/2024 11:00pm,pijama-estrellas,No,,203.0.113.148
08/29/2024 12:16pm,pijama-azul,No,,203.0.113.65
08/02/2024 08:02pm,pijama-azul,No,,203.0.113.190
08/10/2024 08:54pm,sudadera-luna,No,,203.0.113.168
08/27/2024 02:49pm,sudadera-luna,No,,203.0.113.112
08/31/2024 01:56pm,pijama-estrellas,No,,203.0.113.41
08/23/2024 12:53pm,vestido-nube,No,,203.0.113.220
08/24/2024 02:18pm,pijama-estrellas,No,,203.0.113.161
08/14/2024 11:49pm,vestido-nube,No,,203.0.113.124
08/02/2024 09:23pm,sudadera-luna,No,,203.0.113.42
08/26/2024 10:28pm,pijama-estrellas,Sí,Nadie me contesta el WhasApp,203.0.113.176
08/17/2024 04:44pm,sudadera-luna,No,,203.0.113.167
08/11/2024 07:32pm,pijama-azul,No,,203.0.113.199
08/27/2024 12:15pm,vestido-nube,No,,203.0.113.82
08/23/2024 06:11pm,set-dinosaurio,No,,203.0.113.37
08/12/2024 07:53pm,pijama-estrellas,No,,203.0.113.123
08/01/2024 07:50pm,pijama-estrellas,No,,203.0.113.84
08/12/2024 05:43pm,set-dinosaurio,No,,203.0.113.251
08/16/2024 04:49pm,pijama-azul,No,,203.0.113.73
08/26/2024 08:28pm,vestido-nube,No,,203.0.113.98
08/01/2024 01:27pm,set-dinosaurio,No,,203.0.113.121
08/11/2024 09:51pm,pijama-azul,No,,203.0.113.148
08/17/2024 12:23pm,sudadera-luna,No,,203.0.113.19
08/13/2024 03:24pm,set-dinosaurio,No,,203.0.113.170
08/28/2024 03:28pm,vestido-nube,No,,203.0.113.35
08/11/2024 06:17pm,sudadera-luna,Sí,si la talla viene correcta,203.0.113.132
08/18/2024 01:52pm,set-dinosaurio,No,,203.0.113.201
08/09/2024 11:48pm,pijama-estrellas,No,,203.0.113.99
08/05/2024 07:49pm,pijama-estrellas,No,,203.0.113.163
08/11/2024 11:54pm,pijama-estrellas,No,,203.0.113.8
08/18/2024 11:18pm,pijama-azul,Sí,,203.0.113.50
08/16/2024 07:52pm,pijama-azul,No,,203.0.113.151
08/13/2024 03:20pm,sudadera-luna,No,,203.0.113.74
08/16/2024 09:28pm,vestido-nube,No,,203.0.113.2
08/01/2024 01:43pm,pijama-estrellas,No,,203.0.113.224
08/07/2024 10:59pm,sudadera-luna,No,,203.0.113.226
08/26/2024 03:09pm,set-dinosaurio,No,,203.0.113.208
08/23/2024 11:09pm,sudadera-luna,No,,203.0.113.92
08/29/2024 08:19pm,sudadera-luna,No,,203.0.113.116
08/16/2024 11:34pm,set-dinosaurio,No,,203.0.113.154
08/25/2024 01:01pm,sudadera-luna,No,,203.0.113.37
08/03/2024 03:13pm,pijama-azul,Sí,¿aceptan pgo en oxxo?.,203.0.113.225
08/20/2024 07:07pm,pijama-estrellas,No,,203.0.113.102
08/26/2024 03:30pm,pijama-estrellas,No,,203.0.113.149
08/19/2024 04:23pm,sudadera-luna,No,,203.0.113.105
08/08/2024 03:20pm,sudadera-luna,No,,203.0.113.77
08/07/2024 09:27pm,pijama-estrellas,No,,203.0.113.199
08/06/2024 04:32pm,set-dinosaurio,Sí,cuando vuelven a tener el pijama azul.,203.0.113.178
08/16/2024 02:00pm,sudadera-luna,No,,203.0.113.141
08/07/2024 12:31pm,pijama-azul,Sí,,203.0.113.162
08/08/2024 11:10pm,vestido-nube,No,,203.0.113.183
08/06/2024 11:12pm,sudadera-luna,No,,203.0.113.135
08/17/2024 11:13pm,vestido-nube,No,,203.0.113.7
08/22/2024 05:35pm,set-dinosaurio,No,,203.0.113.217
08/03/2024 06:52pm,set-dinosaurio,No,,203.0.113.225
08/17/2024 05:40pm,set-dinosaurio,No,,203.0.113.94
08/23/2024 03:21pm,pijama-azul,No,,203.0.113.206
08/17/2024 07:00pm,vestido-nube,No,,203.0.113.42
08/14/2024 08:55pm,sudadera-luna,No,,203.0.113.146
08/31/2024 04:18pm,vestido-nube,No,,203.0.113.216
08/13/2024 10:39pm,pijama-estrellas,No,,203.0.113.13
08/08/2024 10:08pm,pijama-estrellas,Sí,Talla,203.0.113.137
08/26/2024 07:48pm,pijama-estrellas,No,,203.0.113.149
08/09/2024 09:28pm,set-dinosaurio,No,,203.0.113.91
08/23/2024 05:12pm,set-dinosaurio,No,,203.0.113.202
08/14/2024 09:23pm,set-dinosaurio,No,,203.0.113.69
08/15/2024 03:52pm,pijama-estrellas,No,,203.0.113.220
08/27/2024 11:14pm,pijama-estrellas,No,,203.0.113.149
08/01/2024 02:09pm,sudadera-luna,No,,203.0.113.109
08/21/2024 04:37pm,pijama-estrellas,No,,203.0.113.232
08/26/2024 05:23pm,sudadera-luna,No,,203.0.113.87
08/20/2024 03:50pm,pijama-azul,No,,203.0.113.124
08/03/2024 11:47pm,pijama-estrellas,No,,203.0.113.20
08/19/2024 01:41pm,pijama-estrellas,No,,203.0.113.147
08/22/2024 11:28pm,vestido-nube,No,,203.0.113.214
08/09/2024 01:40pm,vestido-nube,Sí,¿El envío es gratis?,203.0.113.37
08/17/2024 07:41pm,pijama-estrellas,No,,203.0.113.215
08/05/2024 10:35pm,pijama-estrellas,No,,203.0.113.24
08/18/2024 12:27pm,set-dinosaurio,No,,203.0.113.123
08/27/2024 11:06pm,pijama-estrellas,No,,203.0.113.145
08/03/2024 01:27pm,pijama-azul,No,,203.0.113.114
08/20/2024 10:16pm,set-dinosaurio,No,,203.0.113.36
08/09/2024 11:00pm,pijama-estrellas,No,,203.0.113.97
08/15/2024 02:05pm,pijama-estrellas,No,,203.0.113.136
08/24/2024 04:39pm,set-dinosaurio,No,,203.0.113.161
08/26/2024 09:53pm,sudadera-luna,No,,203.0.113.155
08/19/2024 04:44pm,vestido-nube,Sí,Se puede meter a la secadora?.,203.0.113.34
08/17/2024 08:06pm,sudadera-luna,No,,203.0.113.37
08/16/2024 04:33pm,set-dinosaurio,No,,203.0.113.69
08/13/2024 02:47pm,pijama-azul,No,,203.0.113.46
08/09/2024 07:56pm,set-dinosaurio,No,,203.0.113.176
08/02/2024 06:03pm,pijama-azul,No,,203.0.113.137
08/25/2024 12:29pm,sudadera-luna,No,,203.0.113.122
08/16/2024 08:07pm,pijama-estrellas,No,,203.0.113.172
08/28/2024 04:29pm,set-dinosaurio,No,,203.0.113.191
08/04/2024 01:41pm,set-dinosaurio,No,,203.0.113.227
08/13/2024 02:43pm,sudadera-luna,Sí,¿Tienen meses sin intereses?.,203.0.113.22
08/22/2024 02:10pm,pijama-azul,Sí,que talla le queda a un nino de 4 anos,203.0.113.224
08/23/2024 12:30pm,pijama-azul,No,,203.0.113.254
08/23/2024 04:18pm,pijama-estrellas,No,,203.0.113.190
08/10/2024 11:04pm,sudadera-luna,No,,203.0.113.206
08/26/2024 02:48pm,pijama-estrellas,Sí,cuanto cuesta el envio.,203.0.113.95
08/09/2024 03:18pm,vestido-nube,No,,203.0.113.154
08/10/2024 08:00pm,pijama-estrellas,No,,203.0.113.81
08/17/2024 02:47pm,sudadera-luna,Sí,Qué tan complicado es hacer uncambio.,203.0.113.73
08/17/2024 07:28pm,sudadera-luna,Sí,Cuanto tarda en llegar a Merida,203.0.113.223
08/21/2024 01:13pm,pijama-azul,Sí,,203.0.113.117
08/03/2024 05:11pm,pijama-azul,Sí,"si no le queda, ¿lo puedo cambiar?",203.0.113.249
08/22/2024 07:55pm,pijama-estrellas,Sí,Nadie me contesta el WhatsApp,203.0.113.36
08/02/2024 04:03pm,vestido-nube,No,,203.0.113.52
08/03/2024 05:02pm,pijama-azul,No,,203.0.113.84
08/20/2024 03:33pm,set-dinosaurio,No,,203.0.113.73
08/30/2024 06:03pm,set-dinosaurio,No,,203.0.113.2
08/10/2024 05:08pm,pijama-azul,No,,203.0.113.203
08/11/2024 07:41pm,set-dinosaurio,No,,203.0.113.51
08/17/2024 07:54pm,vestido-nube,No,,203.0.113.159
08/30/2024 12:27pm,pijama-azul,No,,203.0.113.59
08/26/2024 10:07pm,pijama-estrellas,No,,203.0.113.150
08/10/2024 05:06pm,pijama-azul,Sí,¿tienen algún descuento?,203.0.113.177
08/09/2024 11:13pm,pijama-estrellas,No,,203.0.113.66
08/18/2024 08:03pm,vestido-nube,No,,203.0.113.225
08/11/2024 12:49pm,pijama-azul,No,,203.0.113.151
08/08/2024 07:50pm,sudadera-luna,No,,203.0.113.37
08/27/2024 04:58pm,set-dinosaurio,No,,203.0.113.113
08/25/2024 10:40pm,sudadera-luna,Sí,¿cómo sé qué talla pedir?,203.0.113.193
08/30/2024 09:58pm,pijama-azul,No,,203.0.113.57
08/20/2024 02:38pm,sudadera-luna,No,,203.0.113.230
08/06/2024 10:09pm,vestido-nube,No,,203.0.113.72
08/03/2024 04:56pm,pijama-azul,No,,203.0.113.253
08/25/2024 07:52pm,set-dinosaurio,Sí,las tallas vienen chicas?.,203.0.113.8
08/27/2024 04:16pm,vestido-nube,No,,203.0.113.76
08/15/2024 10:29pm,pijama-azul,Sí,qué tan complicado es hacer un cambio.,203.0.113.49
08/12/2024 08:42pm,pijama-azul,No,,203.0.113.69
08/03/2024 05:42pm,sudadera-luna,Sí,,203.0.113.222
08/24/2024 07:02pm,pijama-estrellas,Sí,¿tienen devoluciones?,203.0.113.225
08/28/2024 07:57pm,pijama-estrellas,No,,203.0.113.112
08/14/2024 11:37pm,vestido-nube,No,,203.0.113.177
08/14/2024 04:23pm,pijama-azul,No,,203.0.113.214
08/04/2024 11:13pm,pijama-azul,No,,203.0.113.56
08/27/2024 08:26pm,vestido-nube,No,,203.0.113.174
08/11/2024 01:10pm,pijama-azul,No,,203.0.113.228
08/31/2024 05:42pm,sudadera-luna,No,,203.0.113.117
08/31/2024 08:18pm,pijama-azul,Sí,No me deja pagar con mi tarjeta,203.0.113.15
08/18/2024 09:09pm,pijama-estrellas,No,,203.0.113.117
08/14/2024 12:55pm,pijama-azul,No,,203.0.113.27
08/07/2024 06:58pm,set-dinosaurio,No,,203.0.113.34
08/11/2024 11:54pm,vestido-nube,No,,203.0.113.203
08/06/2024 01:15pm,pijama-estrellas,No,,203.0.113.182
08/22/2024 09:53pm,pijama-estrellas,No,,203.0.113.186
08/12/2024 07:53pm,sudadera-luna,No,,203.0.113.39
08/19/2024 09:01pm,sudadera-luna,No,,203.0.113.97
08/26/2024 09:48pm,vestido-nube,No,,203.0.113.111
08/11/2024 07:23pm,vestido-nube,No,,203.0.113.119
08/03/2024 06:34pm,pijama-azul,Sí,¿hacen envíos a usa?,203.0.113.118
08/23/2024 11:45pm,set-dinosaurio,Sí,Tiempo de entrega,203.0.113.238
08/11/2024 12:18pm,sudadera-luna,No,,203.0.113.150
08/22/2024 12:43pm,vestido-nube,No,,203.0.113.87
08/05/2024 05:30pm,vestido-nube,No,,203.0.113.96
08/12/2024 08:00pm,set-dinosaurio,No,,203.0.113.17
08/19/2024 07:13pm,pijama-azul,No,,203.0.113.114
08/03/2024 07:51pm,pijama-azul,No,,203.0.113.240
08/01/2024 10:52pm,pijama-estrellas,No,,203.0.113.9
08/22/2024 01:10pm,pijama-azul,No,,203.0.113.139
08/05/2024 05:13pm,pijama-estrellas,No,,203.0.113.183
08/01/2024 11:34pm,sudadera-luna,No,,203.0.113.70
08/19/2024 10:44pm,pijama-estrellas,No,,203.0.113.5
08/14/2024 06:58pm,set-dinosaurio,Sí,¿Cuándo tendrán otra vez el modelo de estrellas?,203.0.113.237
08/11/2024 09:00pm,vestido-nube,No,,203.0.113.28
08/12/2024 07:20pm,sudadera-luna,No,,203.0.113.214
08/20/2024 04:00pm,vestido-nube,No,,203.0.113.123
08/15/2024 01:49pm,pijama-azul,No,,203.0.113.143
08/29/2024 11:19pm,pijama-azul,No,,203.0.113.151
08/03/2024 07:34pm,set-dinosaurio,No,,203.0.113.43
08/07/2024 08:28pm,vestido-nube,No,,203.0.113.26
08/11/2024 03:02pm,sudadera-luna,No,,203.0.113.189
08/28/2024 02:20pm,set-dinosaurio,No,,203.0.113.30
08/16/2024 01:35pm,pijama-estrellas,No,,203.0.113.166
08/18/2024 07:27pm,sudadera-luna,No,,203.0.113.228
08/17/2024 03:41pm,pijama-estrellas,No,,203.0.113.206
08/27/2024 06:25pm,pijama-estrellas,No,,203.0.113.191
08/22/2024 02:01pm,pijama-estrellas,No,,203.0.113.235
08/11/2024 07:50pm,sudadera-luna,No,,203.0.113.2
08/04/2024 11:08pm,pijama-estrellas,No,,203.0.113.45
08/22/2024 08:59pm,pijama-estrellas,No,,203.0.113.99
08/07/2024 01:13pm,vestido-nube,Sí,¿Como se que talla peir?,203.0.113.120
08/15/2024 03:15pm,pijama-estrellas,No,,203.0.113.174
08/05/2024 10:56pm,pijama-estrellas,No,,203.0.113.252
08/12/2024 02:26pm,pijama-estrellas,No,,203.0.113.69
08/08/2024 06:58pm,pijama-azul,No,,203.0.113.83
08/23/2024 07:13pm,pijama-estrellas,Sí,,203.0.113.129
08/02/2024 07:29pm,pijama-estrellas,No,,203.0.113.137
08/11/2024 04:39pm,set-dinosaurio,No,,203.0.113.145
08/18/2024 09:08pm,sudadera-luna,No,,203.0.113.235
08/07/2024 10:19pm,sudadera-luna,No,,203.0.113.146
08/25/2024 01:01pm,set-dinosaurio,No,,203.0.113.79
08/13/2024 05:34pm,pijama-azul,No,,203.0.113.192
08/09/2024 08:48pm,sudadera-luna,No,,203.0.113.228
08/21/2024 12:20pm,vestido-nube,No,,203.0.113.115
08/07/2024 02:18pm,pijama-azul,No,,203.0.113.120
08/02/2024 04:20pm,sudadera-luna,No,,203.0.113.50
08/29/2024 05:22pm,vestido-nube,Sí,¿Hacen envios a USA?.,203.0.113.26
08/30/2024 07:15pm,pijama-azul,No,,203.0.113.10
08/25/2024 03:15pm,set-dinosaurio,Sí,¿De qué material es?.,203.0.113.24
08/15/2024 07:04pm,set-dinosaurio,No,,203.0.113.244
08/17/2024 07:33pm,set-dinosaurio,No,,203.0.113.171
08/26/2024 10:31pm,pijama-estrellas,No,,203.0.113.135
08/08/2024 04:14pm,set-dinosaurio,No,,203.0.113.19
08/24/2024 11:27pm,set-dinosaurio,No,,203.0.113.7
08/31/2024 12:57pm,sudadera-luna,No,,203.0.113.128
08/22/2024 06:02pm,sudadera-luna,Sí,cuánto tarda en llegar a mérida,203.0.113.75
08/06/2024 05:22pm,sudadera-luna,No,,203.0.113.187
08/17/2024 04:13pm,vestido-nube,No,,203.0.113.72
08/16/2024 04:25pm,set-dinosaurio,No,,203.0.113.244
08/27/2024 03:27pm,vestido-nube,No,,203.0.113.117
08/30/2024 07:19pm,pijama-estrellas,No,,203.0.113.184
08/19/2024 08:33pm,pijama-azul,No,,203.0.113.251
08/15/2024 01:54pm,set-dinosaurio,No,,203.0.113.12
08/11/2024 04:37pm,set-dinosaurio,Sí,¿aceptan pago en oxxo?,203.0.113.184
08/11/2024 12:41pm,pijama-azul,Sí,,203.0.113.67
08/08/2024 07:43pm,pijama-azul,No,,203.0.113.203
08/30/2024 03:21pm,vestido-nube,No,,203.0.113.137
08/09/2024 09:42pm,pijama-azul,No,,203.0.113.165
08/14/2024 02:12pm,sudadera-luna,Sí,tiempo de entrega.,203.0.113.56
08/29/2024 12:29pm,vestido-nube,No,,203.0.113.155
08/10/2024 04:05pm,vestido-nube,No,,203.0.113.240
08/08/2024 02:12pm,vestido-nube,Sí,¿Que incluye el set?,203.0.113.249
08/28/2024 04:54pm,sudadera-luna,No,,203.0.113.30
08/08/2024 08:11pm,vestido-nube,No,,203.0.113.71
08/13/2024 10:24pm,pijama-azul,No,,203.0.113.172
08/22/2024 10:10pm,vestido-nube,No,,203.0.113.36
08/06/2024 02:58pm,sudadera-luna,No,,203.0.113.206
08/26/2024 03:18pm,set-dinosaurio,No,,203.0.113.56
08/07/2024 03:52pm,set-dinosaurio,Sí,las tallas vienen chicas?,203.0.113.26
08/15/2024 09:25pm,sudadera-luna,No,,203.0.113.19
08/02/2024 11:54pm,set-dinosaurio,Sí,Si la talla viene correcta,203.0.113.235
08/12/2024 04:32pm,pijama-azul,No,,203.0.113.61
08/27/2024 11:29pm,vestido-nube,No,,203.0.113.64
08/10/2024 09:35pm,vestido-nube,No,,203.0.113.254
08/17/2024 05:18pm,set-dinosaurio,No,,203.0.113.161
08/08/2024 04:38pm,pijama-azul,No,,203.0.113.167
08/06/2024 07:30pm,pijama-estrellas,Sí,¿Tienen devoluciones?,203.0.113.231
08/30/2024 12:26pm,set-dinosaurio,No,,203.0.113.242
08/17/2024 04:18pm,pijama-estrellas,No,,203.0.113.188
08/13/2024 01:47pm,pijama-estrellas,No,,203.0.113.26
08/21/2024 02:25pm,pijama-azul,No,,203.0.113.246
08/30/2024 08:28pm,sudadera-luna,No,,203.0.113.246
08/16/2024 09:40pm,vestido-nube,No,,203.0.113.11
08/15/2024 02:40pm,vestido-nube,No,,203.0.113.244
08/06/2024 06:43pm,set-dinosaurio,No,,203.0.113.204
08/14/2024 11:53pm,pijama-estrellas,No,,203.0.113.119
08/31/2024 05:43pm,set-dinosaurio,No,,203.0.113.186
08/23/2024 06:33pm,sudadera-luna,No,,203.0.113.101
08/26/2024 01:13pm,pijama-azul,No,,203.0.113.7
08/02/2024 08:19pm,pijama-estrellas,No,,203.0.113.124
08/11/2024 11:45pm,sudadera-luna,No,,203.0.113.100
08/15/2024 08:58pm,sudadera-luna,No,,203.0.113.125
08/15/2024 09:21pm,pijama-azul,Sí,does it run small?,203.0.113.68
08/17/2024 07:39pm,pijama-azul,No,,203.0.113.156
08/19/2024 07:32pm,set-dinosaurio,No,,203.0.113.30
08/21/2024 02:17pm,sudadera-luna,Sí,Tienen tabla de medidas?,203.0.113.172
08/29/2024 11:26pm,pijama-estrellas,No,,203.0.113.238
08/07/2024 01:43pm,pijama-estrellas,No,,203.0.113.234
08/23/2024 03:34pm,sudadera-luna,No,,203.0.113.169
08/20/2024 03:52pm,vestido-nube,No,,203.0.113.122
08/01/2024 06:21pm,vestido-nube,No,,203.0.113.167
08/27/2024 11:41pm,sudadera-luna,Sí,¿aceptan pago en oxxo?,203.0.113.88
08/01/2024 04:50pm,set-dinosaurio,Sí,,203.0.113.56
08/15/2024 06:15pm,pijama-azul,No,,203.0.113.59
08/30/2024 01:17pm,pijama-azul,No,,203.0.113.4
08/13/2024 10:19pm,pijama-estrellas,No,,203.0.113.19
08/26/2024 12:05pm,pijama-estrellas,No,,203.0.113.68
08/07/2024 07:59pm,pijama-estrellas,No,,203.0.113.165
08/04/2024 12:20pm,pijama-azul,No,,203.0.113.168
08/17/2024 01:49pm,set-dinosaurio,No,,203.0.113.20
08/21/2024 05:32pm,pijama-estrellas,No,,203.0.113.90
08/18/2024 02:14pm,set-dinosaurio,No,,203.0.113.244
08/04/2024 08:59pm,sudadera-luna,No,,203.0.113.40
08/26/2024 12:20pm,vestido-nube,Sí,Puedo pagar con PayPal?,203.0.113.36
08/20/2024 08:14pm,set-dinosaurio,No,,203.0.113.212
08/03/2024 11:29pm,pijama-estrellas,Sí,,203.0.113.219
08/17/2024 12:19pm,pijama-estrellas,No,,203.0.113.135
08/05/2024 09:22pm,pijama-estrellas,No,,203.0.113.43
08/07/2024 04:02pm,vestido-nube,No,,203.0.113.175
08/06/2024 04:00pm,set-dinosaurio,No,,203.0.113.248
08/28/2024 04:42pm,sudadera-luna,No,,203.0.113.214
08/28/2024 05:33pm,pijama-azul,No,,203.0.113.97
08/24/2024 12:19pm,pijama-estrellas,No,,203.0.113.254
08/28/2024 09:50pm,set-dinosaurio,No,,203.0.113.238
08/27/2024 07:46pm,pijama-estrellas,No,,203.0.113.234
08/11/2024 10:13pm,sudadera-luna,Sí,¿Hacen envíos  USA?,203.0.113.73
08/21/2024 11:11pm,vestido-nube,No,,203.0.113.126
08/06/2024 02:20pm,pijama-estrellas,No,,203.0.113.110
08/13/2024 03:32pm,vestido-nube,Sí,Ninguna gracias,203.0.113.113
08/03/2024 02:01pm,sudadera-luna,No,,203.0.113.117
08/30/2024 10:51pm,vestido-nube,No,,203.0.113.178
08/09/2024 09:52pm,set-dinosaurio,No,,203.0.113.221
08/06/2024 05:44pm,vestido-nube,Sí,¿Tienen algun descuento?,203.0.113.123
08/18/2024 06:56pm,pijama-estrellas,No,,203.0.113.165
08/15/2024 03:43pm,vestido-nube,Sí,Tienen tabla de medidas?.,203.0.113.177
08/30/2024 04:18pm,set-dinosaurio,Sí,que talla le queda a un nino de 4 anos.,203.0.113.146
08/01/2024 06:30pm,pijama-estrellas,Sí,does it run small?,203.0.113.100
08/29/2024 03:27pm,set-dinosaurio,No,,203.0.113.18
08/14/2024 01:38pm,sudadera-luna,No,,203.0.113.156
08/16/2024 05:43pm,vestido-nube,No,,203.0.113.229
08/15/2024 06:31pm,pijama-azul,No,,203.0.113.155
08/09/2024 07:07pm,pijama-azul,No,,203.0.113.172
08/07/2024 09:42pm,pijama-estrellas,No,,203.0.113.36
08/30/2024 02:17pm,vestido-nube,No,,203.0.113.166
08/15/2024 07:30pm,pijama-estrellas,Sí,Tiempo d entrega,203.0.113.36
08/01/2024 01:37pm,sudadera-luna,No,,203.0.113.242
08/13/2024 10:39pm,set-dinosaurio,No,,203.0.113.241
08/08/2024 10:22pm,pijama-azul,No,,203.0.113.129
08/28/2024 08:35pm,set-dinosaurio,No,,203.0.113.68
08/11/2024 04:11pm,pijama-azul,No,,203.0.113.6
08/04/2024 10:49pm,pijama-estrellas,No,,203.0.113.142
08/25/2024 06:39pm,pijama-estrellas,No,,203.0.113.253
08/25/2024 03:55pm,vestido-nube,No,,203.0.113.106
08/13/2024 08:40pm,vestido-nube,No,,203.0.113.36
08/06/2024 08:33pm,sudadera-luna,No,,203.0.113.96
08/26/2024 10:39pm,pijama-azul,No,,203.0.113.129
08/29/2024 11:29pm,vestido-nube,Sí,Las tallas vienen chicas?,203.0.113.149
08/29/2024 04:54pm,sudadera-luna,No,,203.0.113.96
08/26/2024 02:50pm,pijama-azul,Sí,cuanto cuesta el envio,203.0.113.31
08/23/2024 12:27pm,pijama-azul,No,,203.0.113.200
08/11/2024 01:07pm,pijama-azul,No,,203.0.113.77
08/29/2024 07:40pm,sudadera-luna,No,,203.0.113.125
08/29/2024 08:31pm,pijama-estrellas,No,,203.0.113.5
08/08/2024 07:30pm,pijama-azul,No,,203.0.113.227
08/11/2024 02:37pm,pijama-azul,No,,203.0.113.155
08/02/2024 02:18pm,sudadera-luna,Sí,Tiempo de entrega,203.0.113.222
08/30/2024 03:45pm,set-dinosaurio,Sí,does it run small?,203.0.113.215
08/08/2024 11:44pm,pijama-azul,No,,203.0.113.212
08/12/2024 06:09pm,set-dinosaurio,No,,203.0.113.49
08/15/2024 10:44pm,vestido-nube,No,,203.0.113.154
08/05/2024 05:22pm,pijama-azul,No,,203.0.113.197
08/10/2024 04:24pm,sudadera-luna,No,,203.0.113.205
08/04/2024 05:30pm,pijama-azul,No,,203.0.113.49
08/14/2024 11:47pm,set-dinosaurio,Sí,¿Cómo sé qué talla pedir?,203.0.113.190
08/02/2024 05:46pm,sudadera-luna,No,,203.0.113.162
08/18/2024 07:18pm,pijama-estrellas,No,,203.0.113.69
08/06/2024 06:59pm,vestido-nube,Sí,Envian a todo Mexico?,203.0.113.70
08/19/2024 01:29pm,pijama-azul,No,,203.0.113.207
08/02/2024 12:54pm,pijama-azul,No,,203.0.113.178
08/31/2024 11:48pm,sudadera-luna,No,,203.0.113.166
08/19/2024 04:52pm,sudadera-luna,No,,203.0.113.6
08/26/2024 04:41pm,set-dinosaurio,No,,203.0.113.235
08/20/2024 12:22pm,vestido-nube,No,,203.0.113.246
08/29/2024 05:08pm,sudadera-luna,No,,203.0.113.199
08/09/2024 08:14pm,set-dinosaurio,No,,203.0.113.94
08/23/2024 08:48pm,set-dinosaurio,No,,203.0.113.245
08/19/2024 04:49pm,vestido-nube,No,,203.0.113.25
08/22/2024 08:22pm,pijama-estrellas,No,,203.0.113.206
08/18/2024 02:02pm,vestido-nube,No,,203.0.113.27
08/02/2024 01:51pm,pijama-azul,No,,203.0.113.78
08/12/2024 08:58pm,sudadera-luna,No,,203.0.113.139
08/16/2024 08:33pm,pijama-estrellas,No,,203.0.113.190
08/22/2024 05:09pm,set-dinosaurio,No,,203.0.113.160
08/15/2024 05:59pm,pijama-azul,No,,203.0.113.156
08/12/2024 05:26pm,set-dinosaurio,No,,203.0.113.127
08/15/2024 01:29pm,pijama-azul,Sí,Tienen tablade medidas?,203.0.113.177
08/17/2024 05:35pm,set-dinosaurio,No,,203.0.113.87
08/05/2024 02:36pm,vestido-nube,No,,203.0.113.108
08/22/2024 05:14pm,pijama-estrellas,No,,203.0.113.22
08/30/2024 12:05pm,sudadera-luna,No,,203.0.113.218
08/05/2024 06:31pm,vestido-nube,No,,203.0.113.64
08/05/2024 12:08pm,sudadera-luna,No,,203.0.113.175
08/13/2024 12:45pm,sudadera-luna,No,,203.0.113.163
08/22/2024 06:22pm,pijama-azul,Sí,que talla le queda a un niño de 4 años.,203.0.113.129
08/07/2024 01:21pm,sudadera-luna,No,,203.0.113.230
08/12/2024 04:03pm,pijama-estrellas,No,,203.0.113.69
08/08/2024 04:31pm,set-dinosaurio,No,,203.0.113.2
08/25/2024 01:10pm,pijama-estrellas,No,,203.0.113.252
08/20/2024 10:28pm,sudadera-luna,No,,203.0.113.144
08/12/2024 03:17pm,sudadera-luna,No,,203.0.113.51
08/09/2024 03:10pm,sudadera-luna,No,,203.0.113.191
08/31/2024 04:11pm,set-dinosaurio,No,,203.0.113.252
08/24/2024 02:23pm,set-dinosaurio,No,,203.0.113.57
08/02/2024 11:22pm,pijama-azul,No,,203.0.113.158
08/30/2024 09:06pm,set-dinosaurio,No,,203.0.113.24
08/27/2024 05:59pm,pijama-estrellas,No,,203.0.113.63
08/07/2024 02:34pm,pijama-azul,No,,203.0.113.92
08/15/2024 02:22pm,sudadera-luna,No,,203.0.113.86
