id,dataset,role,question,answer,gold_theme,gold_sentiment
g0213,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,quiero ver resultados reales esta vez.,efficacy_results,
g0214,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,clean ingedients,ingredients_safety,
g0215,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Controlar la ansiedad,health_goal,
g0216,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Nada,no_concern,
g0217,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Me lo recomendó una amiga,social_proof,
g0218,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Gastar y no ver ningun resultado.,efficacy_results,
g0219,fragrance_reviews.csv,review,body,Mi favorito,other,Positive
g0220,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,estaba en promocion,price_value,
g0221,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,m urgía.,other,
g0222,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que fuera puro marketing,efficacy_results,
g0223,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que no llegue a mi ciudad,shipping_delivery,
g0224,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,No tiene azucar ni cosas raras.,ingredients_safety,
g0225,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Ninguno.,no_concern,
g0226,apparel_pdp_poll.csv,pdp_blocker,"Cuéntanos, ¿cuál es?","si no le queda, ¿lo puedo cambiar?",customer_service_returns,
g0227,fragrance_reviews.csv,review,body,Llego rapidisimo y bien empacado,shipping_delivery,Positive
g0228,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Se nota la diferencia,efficacy_results,
g0229,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que no hiciera efecto.,efficacy_results,
g0230,fragrance_reviews.csv,review,body,"excelente producto, solo que el envío fue lento",shipping_delivery,Mixed
g0231,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Se nota la diferencia.,efficacy_results,
g0232,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,my friend recommended it,social_proof,
g0233,fragrance_reviews.csv,review,body,10/10.,other,Positive
g0234,apparel_pdp_poll.csv,pdp_blocker,"Cuéntanos, ¿cuál es?",¿Tienen algun descuento?,price_value,
g0235,fragrance_reviews.csv,review,body,Tardó tres semanas en llegar,shipping_delivery,Negative
g0236,fragrance_reviews.csv,review,body,Me encantó. huele delicioso y dura muchisimo,quality,Positive
g0237,fragrance_reviews.csv,review,body,"Great quality, lasts all day",quality,Positive
g0238,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Acné hormonal.,health_goal,
g0239,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,El precio,price_value,
g0240,apparel_pdp_poll.csv,pdp_blocker,"Cuéntanos, ¿cuál es?",¿Hacen envíos a USA?,shipping_delivery,
g0241,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que no me gustara el sabor,other,
g0242,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que no llegue a mi ciudad,shipping_delivery,
g0243,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,ninuna,no_concern,
g0244,fragrance_reviews.csv,review,body,"Es para regalo, todavía no lo abro",other,Neutral
g0245,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que fuera una estafa.,trust_legitimacy,
g0246,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,es un regalo para mi mama,other,
g0247,fragrance_reviews.csv,review,body,lo amo,other,Positive
g0248,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Que los ingredientes son naturales,ingredients_safety,
g0249,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que fuer puro marketing,efficacy_results,
g0250,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,dormir mejor,health_goal,
g0251,apparel_pdp_poll.csv,pdp_blocker,"Cuéntanos, ¿cuál es?",Tiempo d entrega,shipping_delivery,
g0252,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Me ayudó muchísimo con lainflamación,efficacy_results,
g0253,apparel_pdp_poll.csv,pdp_blocker,"Cuéntanos, ¿cuál es?",Envían a todo México?,shipping_delivery,
g0254,fragrance_reviews.csv,review,body,Huele rico pero dura poco,quality,Mixed
g0255,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Vi muchos testimonios,social_proof,
g0256,fragrance_reviews.csv,review,body,"Mi opinión. no dura nada, a la hora ya no huele",quality,Negative
g0257,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,me dio confianza que fuera organico,ingredients_safety,
g0258,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Nada,no_concern,
g0259,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Controlar la ansiedad.,health_goal,
g0260,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Porque sí,other,
g0261,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Colitis,health_goal,
g0262,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,por las reseñas,social_proof,
g0263,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,"No sé, me llamó la atención",other,
g0264,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Ya había probado otros y no me sirvieron.,efficacy_results,
g0265,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Me ayudó muchísimo con la inflamación,efficacy_results,
g0266,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Que los ingredientes son naturales,ingredients_safety,
g0267,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,soy alérgica a varis cosas,ingredients_safety,
g0268,fragrance_reviews.csv,review,body,Mi opinión. Me encantó el perfume pero tardó mucho en llegar,shipping_delivery,Mixed
g0269,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que tardara mucho el envio,shipping_delivery,
g0270,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,por la comunidad que tienen,social_proof,
g0271,fragrance_reviews.csv,review,body,Excelente precio para lo que es,price_value,Positive
g0272,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Dolorde rodillas,health_goal,
g0273,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,A mi prima le dio resultado,efficacy_results,
g0274,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Dar mis datos de tarjeta en una tienda nueva,trust_legitimacy,
g0275,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que no me sirva como a los demás.,efficacy_results,
g0276,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Cansancio todo el tiempo,health_goal,
g0277,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Estaba en promoción,price_value,
g0278,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Tener más energía en el día.,health_goal,
g0279,apparel_pdp_poll.csv,pdp_blocker,"Cuéntanos, ¿cuál es?",¿Hacen envios a USA?.,shipping_delivery,
g0280,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,cansancio todo el tiempo.,health_goal,
g0281,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Que los ingredientes son naturales,ingredients_safety,
g0282,fragrance_reviews.csv,review,body,"Mi opinión. aroma dulce, fijacion normal",quality,Neutral
g0283,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que se perdiera el paquete,shipping_delivery,
g0284,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Cansancio todo el tiempo,health_goal,
g0285,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Me ayudó muchísimo con la inflamación,efficacy_results,
g0286,fragrance_reviews.csv,review,body,"Excelente. Excelente calidad, la fragancia dura todo el día",quality,Positive
g0287,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Ninguno,no_concern,
g0288,fragrance_reviews.csv,review,body,Super recomendado,other,Positive
g0289,fragrance_reviews.csv,review,body,"Great quality, lasts all day",quality,Positive
g0290,fragrance_reviews.csv,review,body,Tardó tres semanas en llegar,shipping_delivery,Negative
g0291,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,ninguna.,no_concern,
g0292,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Tengo SOP y quiero regular mi ciclo,health_goal,
g0293,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Resistencia a la insulina,health_goal,
g0294,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que fuera puro marketing,efficacy_results,
g0295,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,se nota la diferencia,efficacy_results,
g0296,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,más barato que en la farmacia,price_value,
g0297,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Me duelen mucho las articulaciones,health_goal,
g0298,fragrance_reviews.csv,review,body,"Me encantó. great quality, lasts all day",quality,Positive
g0299,fragrance_reviews.csv,review,body,Excelente. Muy buen perfume y súper barato,price_value,Positive
g0300,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Sigo a la nutriologa en Instagram y la recomienda,social_proof,
g0301,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Controlar la ansiedad.,health_goal,
g0302,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Tener más energía en el día,health_goal,
g0303,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que se perdiera el paquete,shipping_delivery,
g0304,apparel_pdp_poll.csv,pdp_blocker,"Cuéntanos, ¿cuál es?",Cómo realizo el pedido,payment_checkout,
g0305,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Ninguno,no_concern,
g0306,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,that it wouldn't work,efficacy_results,
g0307,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,más barato que en la farmacia,price_value,
g0308,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que fuera puro marketing.,efficacy_results,
g0309,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Mejorar mi salud en general,health_goal,
g0310,fragrance_reviews.csv,review,body,Huele delicioso y dura muchísimo,quality,Positive
g0311,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,No tiene azucar ni cosas raras,ingredients_safety,
g0312,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que no funcionaran,efficacy_results,
g0313,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,La verdad no sé,other,
g0314,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que no funcione,efficacy_results,
g0315,apparel_pdp_poll.csv,pdp_blocker,"Cuéntanos, ¿cuál es?",Ya no hay en talla6?,stock_availability,
g0316,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que no llegara el pedido,shipping_delivery,
g0317,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Nada,no_concern,
g0318,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,gastar y no ver ningún resultado,efficacy_results,
g0319,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Ninguno,no_concern,
g0320,fragrance_reviews.csv,review,body,"Me encantó. Me encantó, el aroma se mantiene horas",quality,Positive
g0321,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que no funcionaran,efficacy_results,
g0322,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que no llegara el pedido,shipping_delivery,
g0323,fragrance_reviews.csv,review,body,"Vale la pena, buen precio",price_value,Positive
g0324,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,E tiempo de entrega,shipping_delivery,
g0325,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que saliera muy caro con el envio,price_value,
g0326,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,No tiene azúcar ni cosas raras,ingredients_safety,
g0327,fragrance_reviews.csv,review,body,Mi favorito,other,Positive
g0328,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,ya lo habia comprado antes,repeat_loyalty,
g0329,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Controlar la ansiedad,health_goal,
g0330,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que no funcionaran,efficacy_results,
g0331,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,nada en especial,no_concern,
g0332,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,A mi prima le dio resultado,efficacy_results,
g0333,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,ya había probado otros y no me sirvieron,efficacy_results,
g0334,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,siempre les compro,repeat_loyalty,
g0335,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,I want to sleep better,health_goal,
g0336,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Me duelen mucho las articulaciones,health_goal,
g0337,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,me gusta apoyar negocios locales,brand_values,
g0338,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Mi hermana los usa y le fue muy bien,social_proof,
g0339,fragrance_reviews.csv,review,body,Es parecido al original,quality,Neutral
g0340,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,joint pain,health_goal,
g0341,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,se me cae mucho el cabello,health_goal,
g0342,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,ya habia probado otros y no me sirvieron,efficacy_results,
g0343,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Es una marca mexicana,brand_values,
g0344,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Efectos secundarios,ingredients_safety,
g0345,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Controlar la ansiedad.,health_goal,
g0346,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,colitis,health_goal,
g0347,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,"Mejorar mi digestion, vivo inflamada",health_goal,
g0348,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que no funcionaran,efficacy_results,
g0349,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,estaba en promoción,price_value,
g0350,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Sigo a la nutrióloga en Instagram y la recomienda.,social_proof,
g0351,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Mejorar mi salud en general,health_goal,
g0352,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,ninguno.,no_concern,
g0353,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Se me cae mucho el cabello,health_goal,
g0354,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que fuera puro marketing,efficacy_results,
g0355,fragrance_reviews.csv,review,body,Me encanta 😍,other,Positive
g0356,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Bajar de peso despues del embarazo,health_goal,
g0357,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Tengo SOP y quiero regular mi ciclo,health_goal,
g0358,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,controlar la ansiedad,health_goal,
g0359,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Mejorar mi salud en general,health_goal,
g0360,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que se perdiera el paquete,shipping_delivery,
g0361,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Se me cae mucho el cabello,health_goal,
g0362,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Por las reseñas,social_proof,
g0363,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Que saliera muy caro con el envío,price_value,
g0364,apparel_pdp_poll.csv,pdp_blocker,"Cuéntanos, ¿cuál es?",Tienen tabla de medidas?,size_fit,
g0365,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Niguno 😊,no_concern,
g0366,fragrance_reviews.csv,review,body,Excelente. Muy buen perfume y súper barato,price_value,Positive
g0367,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,"Probar algo que sí funcione, ya intenté de todo",efficacy_results,
g0368,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,ninguna,no_concern,
g0369,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,La verdad no sé,other,
g0370,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Se nota la diferencia,efficacy_results,
g0371,fragrance_reviews.csv,review,body,Reseña. el olor no se parece al original,quality,Negative
g0372,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,sin quimicos,ingredients_safety,
g0373,fragrance_reviews.csv,review,body,Es parecido al original,quality,Neutral
g0374,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Es una marca mexicana,brand_values,
g0375,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Una compañera de trabajo los toma,social_proof,
g0376,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que no me llegara,shipping_delivery,
g0377,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Cansancio todo el tiempo.,health_goal,
g0378,fragrance_reviews.csv,review,body,Excelente. Muy buen perfume y super barato,price_value,Positive
g0379,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,I want to sleep better,health_goal,
g0380,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Acné hormonal,health_goal,
g0381,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,Queno me sirva como a los demás,efficacy_results,
g0382,fragrance_reviews.csv,review,body,Me encantó. Huele delicioso y dura muchisimo,quality,Positive
g0383,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Se nota la diferencia,efficacy_results,
g0384,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que tardara mucho el envio,shipping_delivery,
g0385,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Dormr mejor,health_goal,
g0386,fragrance_reviews.csv,review,body,"Me encantó. Excelente calidad, la fragancia dura todo el dia",quality,Positive
g0387,fragrance_reviews.csv,review,body,Perfecto.,other,Positive
g0388,fragrance_reviews.csv,review,body,"Excelente. Vale la pena, uen precio",price_value,Positive
g0389,apparel_pdp_poll.csv,pdp_blocker,"Cuéntanos, ¿cuál es?",Está caro,price_value,
g0390,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que saliera muy caro con el envío,price_value,
g0391,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,estaba en promocion,price_value,
g0392,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Se nota la diferencia,efficacy_results,
g0393,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Resistencia a la insulina,health_goal,
g0394,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,gastar y no ver ningún resultado,efficacy_results,
g0395,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,Que los ingredientes son naturales,ingredients_safety,
g0396,wellness_post_purchase.csv,choice_driver,¿Qué te hizo comprar con nosotros antes que otra marca?,El precio,price_value,
g0397,fragrance_reviews.csv,review,body,Excelente. Huele delicioso y dura muchisimo,quality,Positive
g0398,wellness_post_purchase.csv,hesitation,¿Qué te causaba incertidumbre antes de comprar con nosotros?,que fuera puro marketing,efficacy_results,
g0399,fragrance_reviews.csv,review,body,Reseña. Buen aroma aunque la fijación es regular,quality,Mixed
g0400,wellness_post_purchase.csv,purchase_reason,¿Cuál es el problema más importante que esperas resolver con nuestros productos?,Es un regalo para mi mamá,other,
